id,speaker,disambiguation_time,pywsd_output,tokens_text,tokens_emotions,scene,primary_emotion,secondary_emotion,text_disambiguate,speech
1,Mr. Stone,4.878,"[('Abraham', 'abraham', None), ('.', '.', None), ('It', 'it', None), (""'s"", ""'s"", None), ('a', 'a', None), ('good', 'good', None), ('name', 'name', None), ('for', 'for', None), ('a', 'a', None), ('man', 'man', None), ('to', 'to', None), ('bear', 'bear', Synset('hold.v.14')), (',', ',', None), ('anyway', 'anyway', None), ('.', '.', None)]","['abraham', '.', 'it', ""'s"", 'a', 'good', 'name', 'for', 'a', 'man', 'to', 'bear', ',', 'anyway', '.']","[{'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'pleasantness', 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'delight'}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}]",1,,delight,"abraham . it 's a good name for a man to bear , anyway .","Abraham . It 's a good name for a man to bear , anyway ."
3,Mr. Stone,2.671,"[('Abraham', 'abraham', None), ('Lincoln', 'lincoln', None), ('.', '.', None), ('I', 'i', None), (""'ve"", ""'ve"", None), ('known', 'know', Synset('know.v.07')), ('him', 'him', None), ('forty', 'forty', None), ('years', 'year', None), ('.', '.', None), ('Never', 'never', None), ('crooked', 'crook', Synset('crook.v.01')), ('once', 'once', None), ('.', '.', None), ('Well', 'well', None), ('.', '.', None), ('He', 'he', None), ('taps', 'tap', Synset('exploit.v.02')), ('his', 'hi', None), ('pipe', 'pipe', None), ('reflectively', 'reflectively', None), ('on', 'on', None), ('the', 'the', None), ('grate', 'grate', None), ('.', '.', None), ('There', 'there', None), ('is', 'be', None), ('another', 'another', None), ('pause', 'pause', None), ('.', '.', None), ('SUSAN', 'susan', None), (',', ',', None), ('a', 'a', None), ('servant-maid', 'servant-maid', None), (',', ',', None), ('comes', 'come', Synset('issue_forth.v.01')), ('in', 'in', None), (',', ',', None), ('and', 'and', None), ('busies', 'busies', None), ('herself', 'herself', None), ('lighting', 'light', Synset('ignite.v.01')), ('candles', 'candle', None), ('and', 'and', None), ('drawing', 'draw', Synset('guide.v.05')), ('the', 'the', None), ('curtains', 'curtain', None), ('to', 'to', None), ('.', '.', None)]","['abraham', 'lincoln', '.', 'i', ""'ve"", 'know', 'him', 'forty', 'year', '.', 'never', 'crook', 'once', '.', 'well', '.', 'he', 'tap', 'hi', 'pipe', 'reflectively', 'on', 'the', 'grate', '.', 'there', 'be', 'another', 'pause', '.', 'susan', ',', 'a', 'servant-maid', ',', 'come', 'in', ',', 'and', 'busies', 'herself', 'light', 'candle', 'and', 'draw', 'the', 'curtain', 'to', '.']","[{'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'anger', 'secondary_emotion': 'disgust'}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'grief', 'secondary_emotion': 'loathing'}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'enthusiasm', 'secondary_emotion': 'delight'}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'terror', 'secondary_emotion': 'loathing'}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'melancholy', 'secondary_emotion': 'dislike'}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'enthusiasm'}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'contentment', 'secondary_emotion': 'serenity'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'responsiveness', 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'loathing', 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}]",1,ecstasy,loathing,"abraham lincoln . i 've know him forty year . never crook once . well . he tap hi pipe reflectively on the grate . there be another pause . susan , a servant-maid , come in , and busies herself light candle and draw the curtain to .","Abraham Lincoln . I 've known him forty years . Never crooked once . Well . He taps his pipe reflectively on the grate . There is another pause . SUSAN , a servant-maid , comes in , and busies herself lighting candles and drawing the curtains to ."
6,Mr. Stone,0.45,"[('Mr.', 'mr.', None), ('Lincoln', 'lincoln', None), ('is', 'be', None), (""n't"", ""n't"", None), ('home', 'home', None), ('yet', 'yet', None), (',', ',', None), ('I', 'i', None), ('dare', 'dare', Synset('make_bold.v.01')), ('say', 'say', Synset('say.v.09')), ('?', '?', None)]","['mr.', 'lincoln', 'be', ""n't"", 'home', 'yet', ',', 'i', 'dare', 'say', '?']","[{'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'calmness', 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'enthusiasm', 'secondary_emotion': None}, {'primary_emotion': 'enthusiasm', 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}]",1,enthusiasm,,"mr. lincoln be n't home yet , i dare say ?","Mr. Lincoln is n't home yet , I dare say ?"
8,Mr. Stone,0.318,"[(':', ':', None), ('How', 'how', None), ('would', 'would', None), ('you', 'you', None), ('like', 'like', None), ('your', 'your', None), ('master', 'master', None), ('to', 'to', None), ('be', 'be', None), ('President', 'president', None), ('of', 'of', None), ('the', 'the', None)]","[':', 'how', 'would', 'you', 'like', 'your', 'master', 'to', 'be', 'president', 'of', 'the']","[{'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'delight'}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}]",1,ecstasy,delight,: how would you like your master to be president of the,: How would you like your master to be President of the
9,Mr. Stone,0.27,"[('United', 'united', None), ('States', 'state', None), (',', ',', None), ('Susan', 'susan', None), ('?', '?', None)]","['united', 'state', ',', 'susan', '?']","[{'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}]",1,,,"united state , susan ?","United States , Susan ?"
15,Mr. Stone,0.442,"[('To', 'to', None), ('be', 'be', None), ('sure', 'sure', None), (',', ',', None), ('yes', 'yes', None), (',', ',', None), ('thank', 'thank', None), ('you', 'you', None), (',', ',', None), ('Susan', 'susan', None), ('.', '.', None)]","['to', 'be', 'sure', ',', 'yes', ',', 'thank', 'you', ',', 'susan', '.']","[{'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'enthusiasm'}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'calmness'}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'acceptance', 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}]",1,ecstasy,,"to be sure , yes , thank you , susan .","To be sure , yes , thank you , Susan ."
20,Mr. Stone,0.815,"[('No', 'no', None), (',', ',', None), ('that', 'that', None), (""'s"", ""'s"", None), ('settled', 'settle', Synset('settle.v.21')), ('right', 'right', None), ('enough', 'enough', None), ('.', '.', None), ('It', 'it', None), (""'ll"", ""'ll"", None), ('be', 'be', None), ('an', 'an', None), ('invitation', 'invitation', None), ('.', '.', None), ('That', 'that', None), (""'s"", ""'s"", None), ('as', 'as', None), ('sure', 'sure', None), ('as', 'a', None), ('John', 'john', None), ('Brown', 'brown', None), (""'s"", ""'s"", None), ('dead', 'dead', None), ('.', '.', None)]","['no', ',', 'that', ""'s"", 'settle', 'right', 'enough', '.', 'it', ""'ll"", 'be', 'an', 'invitation', '.', 'that', ""'s"", 'as', 'sure', 'a', 'john', 'brown', ""'s"", 'dead', '.']","[{'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'ecstasy', 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'bliss', 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'enthusiasm'}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'rage', 'secondary_emotion': 'terror'}, {'primary_emotion': None, 'secondary_emotion': None}]",1,ecstasy,,"no , that 's settle right enough . it 'll be an invitation . that 's as sure a john brown 's dead .","No , that 's settled right enough . It 'll be an invitation . That 's as sure as John Brown 's dead ."
22,Mr. Stone,12.048,"[('Abraham', 'abraham', None), (""'s"", ""'s"", None), ('all', 'all', None), ('for', 'for', None), ('the', 'the', None), ('Constitution', 'constitution', None), ('.', '.', None), ('He', 'he', None), ('wants', 'want', Synset('desire.v.01')), ('the', 'the', None), ('Constitution', 'constitution', None), ('to', 'to', None), ('be', 'be', None), ('an', 'an', None), ('honest', 'honest', None), ('master', 'master', None), ('.', '.', None), ('There', 'there', None), (""'s"", ""'s"", None), ('nothing', 'nothing', None), ('he', 'he', None), ('wants', 'want', Synset('desire.v.01')), ('like', 'like', None), ('that', 'that', None), (',', ',', None), ('and', 'and', None), ('he', 'he', None), (""'ll"", ""'ll"", None), ('stand', 'stand', Synset('stand.v.03')), ('for', 'for', None), ('that', 'that', None), (',', ',', None), ('firm', 'firm', None), ('as', 'a', None), ('a', 'a', None), ('Samson', 'samson', None), ('of', 'of', None), ('the', 'the', None), ('spirit', 'spirit', None), (',', ',', None), ('if', 'if', None), ('he', 'he', None), ('goes', 'go', Synset('travel.v.01')), ('to', 'to', None), ('Washington', 'washington', None), ('.', '.', None), ('He', 'he', None), (""'d"", ""'d"", None), ('give', 'give', Synset('grant.v.05')), ('his', 'hi', None), ('life', 'life', None), ('to', 'to', None), ('persuade', 'persuade', Synset('persuade.v.02')), ('the', 'the', None), ('state', 'state', None), ('against', 'against', None), ('slaving', 'slaving', None), (',', ',', None), ('but', 'but', None), ('until', 'until', None), ('it', 'it', None), ('is', 'be', None), ('persuaded', 'persuade', Synset('persuade.v.02')), ('and', 'and', None), ('makes', 'make', Synset('induce.v.02')), ('its', 'it', None), ('laws', 'law', None), ('against', 'against', None), ('it', 'it', None), (',', ',', None), ('he', 'he', None), (""'ll"", ""'ll"", None), ('have', 'have', None), ('nothing', 'nothing', None), ('to', 'to', None), ('do', 'do', None), ('with', 'with', None), ('violence', 'violence', None), ('in', 'in', None), ('the', 'the', None), ('name', 'name', None), ('of', 'of', None), ('laws', 'law', None), ('that', 'that', None), ('are', 'be', None), (""n't"", ""n't"", None), ('made', 'make', Synset('induce.v.02')), ('.', '.', None), ('That', 'that', None), (""'s"", ""'s"", None), ('why', 'why', None), ('old', 'old', None), ('John', 'john', None), (""'s"", ""'s"", None), ('raiding', 'raid', Synset('raid.v.04')), ('affair', 'affair', None), ('stuck', 'stick', Synset('stick.v.05')), ('in', 'in', None), ('his', 'hi', None), ('gullet', 'gullet', None), ('.', '.', None)]","['abraham', ""'s"", 'all', 'for', 'the', 'constitution', '.', 'he', 'want', 'the', 'constitution', 'to', 'be', 'an', 'honest', 'master', '.', 'there', ""'s"", 'nothing', 'he', 'want', 'like', 'that', ',', 'and', 'he', ""'ll"", 'stand', 'for', 'that', ',', 'firm', 'a', 'a', 'samson', 'of', 'the', 'spirit', ',', 'if', 'he', 'go', 'to', 'washington', '.', 'he', ""'d"", 'give', 'hi', 'life', 'to', 'persuade', 'the', 'state', 'against', 'slaving', ',', 'but', 'until', 'it', 'be', 'persuade', 'and', 'make', 'it', 'law', 'against', 'it', ',', 'he', ""'ll"", 'have', 'nothing', 'to', 'do', 'with', 'violence', 'in', 'the', 'name', 'of', 'law', 'that', 'be', ""n't"", 'make', '.', 'that', ""'s"", 'why', 'old', 'john', ""'s"", 'raid', 'affair', 'stick', 'in', 'hi', 'gullet', '.']","[{'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'serenity', 'secondary_emotion': 'acceptance'}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'serenity', 'secondary_emotion': 'acceptance'}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'serenity', 'secondary_emotion': 'pleasantness'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'delight'}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'dislike', 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'joy', 'secondary_emotion': 'delight'}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'acceptance', 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'grief', 'secondary_emotion': 'loathing'}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'dislike', 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'grief', 'secondary_emotion': 'loathing'}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'enthusiasm'}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'dislike', 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'dislike', 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'grief', 'secondary_emotion': 'terror'}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'enthusiasm'}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'disgust', 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'enthusiasm', 'secondary_emotion': None}, {'primary_emotion': 'anger', 'secondary_emotion': 'disgust'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'enthusiasm'}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'acceptance', 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}]",1,,enthusiasm,"abraham 's all for the constitution . he want the constitution to be an honest master . there 's nothing he want like that , and he 'll stand for that , firm a a samson of the spirit , if he go to washington . he 'd give hi life to persuade the state against slaving , but until it be persuade and make it law against it , he 'll have nothing to do with violence in the name of law that be n't make . that 's why old john 's raid affair stick in hi gullet .","Abraham 's all for the Constitution . He wants the Constitution to be an honest master . There 's nothing he wants like that , and he 'll stand for that , firm as a Samson of the spirit , if he goes to Washington . He 'd give his life to persuade the state against slaving , but until it is persuaded and makes its laws against it , he 'll have nothing to do with violence in the name of laws that are n't made . That 's why old John 's raiding affair stuck in his gullet ."
